route_id,route_no,route_name,route_type,direction,sequence,stop_id,stop_name,bis_number,latitude,longitude,sigungu,district_name,담당자,담당순위
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,54,CWB379000370,소답동,115314,35.2611449,128.6285109,창원시의창구,의창동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,55,CWB379006067,의창스포츠센터,114230,35.2585337,128.6331077,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,56,CWB379006069,의창구청,114232,35.2556737,128.6355032,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,57,CWB379006071,서부경찰서(원흥사),114234,35.2524711,128.6382404,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,58,CWB379006073,명서초등학교,114236,35.250197,128.640131,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,59,CWB379006075,명서시장,114238,35.2476771,128.6421978,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,60,CWB379006077,명곡다리(명곡교회),114240,35.2461083,128.6437399,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,61,CWB379006079,명서1민원센터,114242,35.2437634,128.6478396,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,62,CWB379006081,시티7,114244,35.2409993,128.6532624,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,63,CWB379006083,창원컨벤션센터,114246,35.2392602,128.6575222,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,64,CWB379006085,문성고등학교,114248,35.2376408,128.6612652,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,65,CWB379006087,창원종합운동장,114250,35.2350633,128.6663423,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,66,CWB379006089,트리비앙아파트(한국폴리텍대학),114252,35.2323201,128.6718276,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,67,CWB379006091,창원중앙고등학교,114254,35.2301593,128.6755781,창원시성산구,중앙동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,68,CWB379006093,창원시청,114256,35.2277477,128.6797076,창원시성산구,중앙동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,69,CWB379006095,상남시장(은아아파트),114258,35.2243963,128.6856159,창원시성산구,상남동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,70,CWB379006097,시민생활체육관,114260,35.2226912,128.6886558,창원시성산구,상남동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,71,CWB379006099,대동백화점,114262,35.2205007,128.691441,창원시성산구,상남동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,72,CWB379006101,토월성원아파트,114264,35.2171938,128.6939778,창원시성산구,상남동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,73,CWB379006103,상남도서관,114266,35.2140248,128.6961549,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,74,CWB379001082,더샵센트럴파크2단지,200402,35.2100425,128.6990684,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,75,CWB379001098,더샵센트럴파크1단지,200404,35.2089743,128.7004024,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,76,CWB379001141,남산초등학교,200406,35.2060254,128.7028262,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,상행,77,CWB379001189,대방동종점,200408,35.2034947,128.7044454,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,78,CWB379005462,대방동종점,200409,35.2037207,128.7043979,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,79,CWB379001153,남산초등학교,200405,35.2054904,128.7033702,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,80,CWB379001101,피오르빌아파트,200403,35.2087974,128.7008648,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,81,CWB379001076,남양초등학교,200401,35.2102334,128.6991202,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,82,CWB379006104,상남도서관(한림.우성아파트),114267,35.213436,128.6966863,창원시성산구,가음정동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,83,CWB379006102,삼익아파트,114265,35.2166754,128.694475,창원시성산구,사파동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,84,CWB379006100,대동백화점,114263,35.219972,128.6921878,창원시성산구,사파동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,85,CWB379006098,시민생활체육관,114261,35.2223096,128.6895237,창원시성산구,용지동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,86,CWB379006096,상남시장(은아아파트),114259,35.2250582,128.6846823,창원시성산구,용지동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,87,CWB379006094,창원시청(정우상가),114257,35.2283537,128.6788991,창원시성산구,용지동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,88,CWB379006092,창원중앙고등학교,114255,35.2299507,128.6761669,창원시성산구,용지동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,89,CWB379006090,트리비앙아파트(한국폴리텍대학),114253,35.2326737,128.6713433,창원시성산구,반송동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,90,CWB379006088,노블파크아파트,114251,35.2348745,128.6669673,창원시성산구,반송동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,91,CWB379006086,문성고등학교,114249,35.2374361,128.6618954,창원시성산구,반송동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,92,CWB379006084,창원컨벤션센터,114247,35.2392207,128.6579388,창원시성산구,반송동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,93,CWB379006082,시티7,114245,35.2409504,128.6537091,창원시성산구,반송동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,94,CWB379006080,명서1민원센터,114243,35.2433584,128.6487926,창원시의창구,봉림동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,95,CWB379006078,명곡다리(명곡교회),114241,35.2451156,128.6456643,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,96,CWB379006076,명서시장,114239,35.2468792,128.6430468,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,97,CWB379006074,명서초등학교,114237,35.2497845,128.6406418,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,98,CWB379006072,서부경찰서(원흥사),114235,35.2517874,128.6389875,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,99,CWB379006070,의창구청,114233,35.2549578,128.6362963,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,100,CWB379006068,의창스포츠센터,114231,35.2579528,128.6337443,창원시의창구,명곡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,101,CWB379000366,소답동,115311,35.2614665,128.6257342,창원시의창구,의창동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,102,CWB379000361,의창동환승센터,115309,35.2616634,128.6228942,창원시의창구,의창동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,103,CWB379000358,윤병원,115307,35.2617925,128.6200302,창원시의창구,의창동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,104,CWB379000387,창원여중,120607,35.2594623,128.6166879,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,105,CWB379000428,팔룡동행정복지센터,120605,35.2554457,128.6130352,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,106,CWB379000444,팔룡동,120603,35.253248,128.6110368,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,107,CWB379000498,차룡단지,120601,35.2494294,128.6077662,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,108,CWB379005414,마창자동차운전전문학원,120622,35.2481047,128.6046175,창원시의창구,팔룡동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,109,CWB379000504,청소년복지회관.창신대학,420619,35.2490569,128.6017678,창원시마산회원구,구암2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,110,CWB379000510,구암2동행정복지센터,420617,35.2486424,128.5982382,창원시마산회원구,구암2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,111,CWB379000566,구암고등학교,420615,35.2462964,128.5939782,창원시마산회원구,구암2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,112,CWB379000613,삼성창원병원,420613,35.2434464,128.5911962,창원시마산회원구,구암2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,113,CWB379002394,우리누리청소년문화센터,420609,35.2400649,128.5893764,창원시마산회원구,합성2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,114,CWB379000698,마산동부경찰서,420607,35.2380281,128.5889771,창원시마산회원구,합성2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,115,CWB379000735,서안양덕타운,420605,35.2349397,128.5882252,창원시마산회원구,양덕1동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,116,CWB379000751,양덕초등학교,420603,35.2334698,128.5871982,창원시마산회원구,양덕1동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,117,CWB379000779,양덕1동행정복지센터,420601,35.2317968,128.5859714,창원시마산회원구,양덕1동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,118,CWB379000817,타워맨션,411206,35.2293988,128.5851675,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,119,CWB379000855,정우맨션,411208,35.2262485,128.5889766,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,120,CWB379000886,팔룡산돌탑공원입구,411210,35.2234461,128.5912559,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,121,CWB379000907,봉덕초등학교,411212,35.2219321,128.5928506,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,122,CWB379000912,자유무역지역후문,407101,35.2215077,128.5915099,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,123,CWB379000899,야구장앞홈플러스,408613,35.2223286,128.585269,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,124,CWB379002402,문화방송,408611,35.2248307,128.5805716,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,125,CWB379001996,3.15아트센터,408607,35.2259787,128.5784645,창원시마산회원구,양덕2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,126,CWB379000853,석전동,400107,35.2266184,128.5731882,창원시마산회원구,석전동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,127,CWB379000879,석전사거리,407216,35.2245934,128.5709592,창원시마산회원구,회원1동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,128,CWB379000935,동중후문,407218,35.2208144,128.5707652,창원시마산회원구,회원1동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,129,CWB379000976,회원초등학교,423003,35.2187904,128.5679636,창원시마산회원구,회원2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,130,CWB379000980,회원2동파출소,423001,35.2186694,128.5638082,창원시마산회원구,회원2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,131,CWB379000977,삼학사,406103,35.2186309,128.560853,창원시마산회원구,회원2동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,132,CWB379001018,경남은행연수원,406101,35.2164955,128.5606437,창원시마산합포구,교방동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,133,CWB379001054,마산성로원,306117,35.213492,128.5620032,창원시마산합포구,교방동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,134,CWB379001108,서원곡입구,306115,35.2113336,128.5629685,창원시마산합포구,교방동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,135,CWB379001164,약수터,306113,35.2065926,128.5619841,창원시마산합포구,자산동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,136,CWB379001248,한우아파트,315701,35.2013244,128.5592252,창원시마산합포구,자산동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,137,CWB379001283,완월동,301111,35.1980824,128.5621302,창원시마산합포구,완월동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,138,CWB379001298,마산여고,301109,35.1968395,128.5619169,창원시마산합포구,완월동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,139,CWB379001324,신월경남아파트,301107,35.1931114,128.5609742,창원시마산합포구,반월중앙동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,140,CWB379001341,마산중앙고등학교,301105,35.1909764,128.5590602,창원시마산합포구,반월중앙동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,141,CWB379001369,제일여고,301103,35.1880724,128.5574612,창원시마산합포구,문화동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,142,CWB379001387,평화아파트,301101,35.1858864,128.5581341,창원시마산합포구,문화동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,143,CWB379001392,문화동,300105,35.1845804,128.5602312,창원시마산합포구,문화동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,144,CWB379001418,"경남대,서중학교",300635,35.1793434,128.5582462,창원시마산합포구,월영동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,145,CWB379001435,해운초등학교,314703,35.1757349,128.5584416,창원시마산합포구,월영동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,146,CWB379001443,월영동공원,314701,35.1736804,128.5592752,창원시마산합포구,월영동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,147,CWB379001451,고운초등학교,300627,35.1713438,128.5622757,창원시마산합포구,월영동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,148,CWB379006153,청량산터널앞,300637,35.1685633,128.560888,창원시마산합포구,가포동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,149,CWB379001513,우산마을,306613,35.1574361,128.5529312,창원시마산합포구,현동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,150,CWB379001543,시립마산요양병원,322607,35.1534491,128.5511524,창원시마산합포구,현동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,151,CWB379003337,현동중흥1차아파트,322610,35.1510154,128.5539332,창원시마산합포구,현동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,152,CWB379001586,현동초등학교,322604,35.1459388,128.5580002,창원시마산합포구,현동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,153,CWB379001625,묘촌입구,322601,35.1406067,128.5605378,창원시마산합포구,현동,A,1
69,CWB379001050,덕동공영차고지 ↔ 대방동종점,간선버스,하행,154,CWB379003340,덕동공영차고지,322613,35.1360366,128.5636553,창원시마산합포구,현동,A,1
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,1,CWB379000804,안계초등학교,409902,35.2316682,128.4944947,창원시마산회원구,내서읍,A,2
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,2,CWB379000805,삼계숲속마을아파트,409904,35.2315206,128.4974468,창원시마산회원구,내서읍,A,2
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,3,CWB379000799,삼계우체국,409906,35.2317094,128.5000775,창원시마산회원구,내서읍,A,2
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,4,CWB379000810,삼계대동아파트,408401,35.2309595,128.501801,창원시마산회원구,내서읍,A,2
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,5,CWB379002837,내서운동장,630238,35.2263555,128.5038479,창원시마산회원구,내서읍,A,2
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,6,CWB379000837,한우리아파트,401002,35.2291242,128.5054326,창원시마산회원구,내서읍,A,2
77,CWB379001140,안계초등학교 ↔ 청솔아파트종점,간선버스,상행,7,CWB379000776,롯데마트,401004,35.2329,128.5048467,창원시마산회원구,내서읍,A,2
