정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
TSB318000633,검산.막정,35.451126,126.5035741,2025-10-31,3180633,35370,전라북도 고창군,TSBIS
TSB318000634,검산,35.44857,126.4974761,2025-10-31,3180634,35370,전라북도 고창군,TSBIS
TSB318000635,검산,35.448368,126.4975481,2025-10-31,3180635,35370,전라북도 고창군,TSBIS
TSB318000637,상하,35.443296,126.4919461,2025-10-31,3180637,35370,전라북도 고창군,TSBIS
TSB318000638,상하우체국,35.445114,126.4938991,2025-10-31,3180638,35370,전라북도 고창군,TSBIS
TSB318000639,상하우체국,35.445059,126.4939801,2025-10-31,3180639,35370,전라북도 고창군,TSBIS
TSB318000641,명동,35.443787,126.4915411,2025-10-31,3180641,35370,전라북도 고창군,TSBIS
TSB318000642,기산,35.442557,126.4790092,2025-10-31,3180642,35370,전라북도 고창군,TSBIS
TSB319000578,대벌,35.754513,126.6807442,2025-10-31,3190578,35380,전라북도 부안군,TSBIS
TSB319000579,당중,35.754576,126.7091971,2025-10-31,3190579,35380,전라북도 부안군,TSBIS
TSB319000580,당중,35.754587,126.709367,2025-10-31,3190580,35380,전라북도 부안군,TSBIS
TSB319000581,장신,35.75628,126.7626121,2025-10-31,3190581,35380,전라북도 부안군,TSBIS
TSB319000582,장신,35.756388,126.7625941,2025-10-31,3190582,35380,전라북도 부안군,TSBIS
TSB319000583,내동.청도마을,35.758917,126.7171171,2025-10-31,3190583,35380,전라북도 부안군,TSBIS
TSB319000585,창북2,35.760788,126.7011421,2025-10-31,3190585,35380,전라북도 부안군,TSBIS
TSB319000586,창북2,35.760885,126.701204,2025-10-31,3190586,35380,전라북도 부안군,TSBIS
TSB319000588,계화파출소,35.76159,126.699165,2025-10-31,3190588,35380,전라북도 부안군,TSBIS
TSB319000589,계화우체국,35.76168,126.699237,2025-10-31,3190589,35380,전라북도 부안군,TSBIS
TSB319000590,창북,35.762444,126.6967372,2025-10-31,3190590,35380,전라북도 부안군,TSBIS
TSB319000591,창북,35.762544,126.6967822,2025-10-31,3190591,35380,전라북도 부안군,TSBIS
TSB319000592,창북초등학교,35.762994,126.6954592,2025-10-31,3190592,35380,전라북도 부안군,TSBIS
TSB319000593,창북초등학교,35.763003,126.6950761,2025-10-31,3190593,35380,전라북도 부안군,TSBIS
TSB319000594,간척마을,35.763989,126.7653611,2025-10-31,3190594,35380,전라북도 부안군,TSBIS
TSB319000596,창북5,35.764335,126.6925381,2025-10-31,3190596,35380,전라북도 부안군,TSBIS
TSB319000597,창북5,35.764416,126.6926281,2025-10-31,3190597,35380,전라북도 부안군,TSBIS
TSB319000599,후산,35.765628,126.7366381,2025-10-31,3190599,35380,전라북도 부안군,TSBIS
TSB319000601,반곡1,35.76618,126.7388032,2025-10-31,3190601,35380,전라북도 부안군,TSBIS
TSB319000602,양산,35.766203,126.7191832,2025-10-31,3190602,35380,전라북도 부안군,TSBIS
TSB319000604,증동,35.766774,126.7323181,2025-10-31,3190604,35380,전라북도 부안군,TSBIS
TSB319000607,본덕마을,35.767323,126.7243711,2025-10-31,3190607,35380,전라북도 부안군,TSBIS
TSB319000608,반곡휴게소,35.767368,126.7414261,2025-10-31,3190608,35380,전라북도 부안군,TSBIS
TSB319000609,증산마을,35.767382,126.728586,2025-10-31,3190609,35380,전라북도 부안군,TSBIS
TSB319000610,반곡휴게소,35.767386,126.741294,2025-10-31,3190610,35380,전라북도 부안군,TSBIS
TSB319000611,농원,35.7679543,126.7620484,2025-10-31,3190611,35380,전라북도 부안군,TSBIS
TSB319000613,신척마을,35.771531,126.7594801,2025-10-31,3190613,35380,전라북도 부안군,TSBIS
TSB319000614,신척마을,35.771535,126.7593502,2025-10-31,3190614,35380,전라북도 부안군,TSBIS
TSB319000615,죽림마을회관,35.773579,126.7330061,2025-10-31,3190615,35380,전라북도 부안군,TSBIS
TSB319000617,제전2,35.773623,126.7217122,2025-10-31,3190617,35380,전라북도 부안군,TSBIS
TSB319000618,신척마을종점,35.773926,126.759614,2025-10-31,3190618,35380,전라북도 부안군,TSBIS
TSB319000619,죽림,35.775108,126.7348151,2025-10-31,3190619,35380,전라북도 부안군,TSBIS
TSB319000620,죽림,35.775279,126.7348331,2025-10-31,3190620,35380,전라북도 부안군,TSBIS
TSB319000621,제전1,35.775898,126.7261492,2025-10-31,3190621,35380,전라북도 부안군,TSBIS
TSB319000622,제전1,35.7759,126.726017,2025-10-31,3190622,35380,전라북도 부안군,TSBIS
TSB319000623,산월,35.776647,126.7428481,2025-10-31,3190623,35380,전라북도 부안군,TSBIS
TSB319000624,산월,35.776674,126.7429781,2025-10-31,3190624,35380,전라북도 부안군,TSBIS
TSB319000625,조포,35.7786734,126.7145701,2025-10-31,3190625,35380,전라북도 부안군,TSBIS
TSB319000626,조포,35.778831,126.7167442,2025-10-31,3190626,35380,전라북도 부안군,TSBIS
TSB319000627,조포,35.778879,126.7147642,2025-10-31,3190627,35380,전라북도 부안군,TSBIS
TSB319000628,조포,35.77894,126.7167481,2025-10-31,3190628,35380,전라북도 부안군,TSBIS
TSB319000630,안성,35.780391,126.744264,2025-10-31,3190630,35380,전라북도 부안군,TSBIS
TSB319000631,안성,35.780472,126.7444721,2025-10-31,3190631,35380,전라북도 부안군,TSBIS
TSB319000632,조포,35.780562,126.7180711,2025-10-31,3190632,35380,전라북도 부안군,TSBIS
TSB319000633,계중,35.7842338,126.6376727,2025-10-31,3190633,35380,전라북도 부안군,TSBIS
TSB319000634,계중,35.7843119,126.6377584,2025-10-31,3190634,35380,전라북도 부안군,TSBIS
TSB319000636,계화화평교회,35.78732,126.6385979,2025-10-31,3190636,35380,전라북도 부안군,TSBIS
TSB319000637,계화화평교회,35.787307,126.6387232,2025-10-31,3190637,35380,전라북도 부안군,TSBIS
TSB319000638,계상,35.790588,126.6407032,2025-10-31,3190638,35380,전라북도 부안군,TSBIS
TSB319000639,계상,35.790642,126.6406261,2025-10-31,3190639,35380,전라북도 부안군,TSBIS
TSB319000640,양지마을회관,35.794023,126.637695,2025-10-31,3190640,35380,전라북도 부안군,TSBIS
TSB319000641,서부버스정류장,35.726503,126.7303741,2025-10-31,3190641,35380,전라북도 부안군,TSBIS
TSB319000642,서옥,35.733111,126.7216031,2025-10-31,3190642,35380,전라북도 부안군,TSBIS
TSB319000643,부안농공단지,35.738361,126.718767,2025-10-31,3190643,35380,전라북도 부안군,TSBIS
TSB319000644,궁안리,35.751699,126.688316,2025-10-31,3190644,35380,전라북도 부안군,TSBIS
TSB319000646,궁안리,35.751562,126.6884122,2025-10-31,3190646,35380,전라북도 부안군,TSBIS
TSB319000647,부안농공단지,35.738184,126.7186759,2025-10-31,3190647,35380,전라북도 부안군,TSBIS
TSB319000648,서옥,35.7325,126.72167,2025-10-31,3190648,35380,전라북도 부안군,TSBIS
TSB319000649,당상,35.747832,126.7007371,2025-10-31,3190649,35380,전라북도 부안군,TSBIS
TSB319000650,당상,35.747887,126.7004711,2025-10-31,3190650,35380,전라북도 부안군,TSBIS
TSB319000651,부정,35.689599,126.7503851,2025-10-31,3190651,35380,전라북도 부안군,TSBIS
TSB319000652,부정,35.688879,126.7483522,2025-10-31,3190652,35380,전라북도 부안군,TSBIS
TSB319000653,부정,35.68878,126.7484101,2025-10-31,3190653,35380,전라북도 부안군,TSBIS
TSB319000654,부정,35.689491,126.7504031,2025-10-31,3190654,35380,전라북도 부안군,TSBIS
TSB319000655,석동,35.710373,126.730039,2025-10-31,3190655,35380,전라북도 부안군,TSBIS
TSB319000656,석동,35.710262,126.729891,2025-10-31,3190656,35380,전라북도 부안군,TSBIS
TSB319000657,주공3차아파트,35.720127,126.7310311,2025-10-31,3190657,35380,전라북도 부안군,TSBIS
TSB319000658,봉황마을,35.746143,126.7366201,2025-10-31,3190658,35380,전라북도 부안군,TSBIS
TSB319000659,봉황마을,35.746218,126.736524,2025-10-31,3190659,35380,전라북도 부안군,TSBIS
TSB319000660,행산,35.703587,126.723451,2025-10-31,3190660,35380,전라북도 부안군,TSBIS
TSB319000662,신흥,35.704953,126.7287682,2025-10-31,3190662,35380,전라북도 부안군,TSBIS
TSB319000664,대초,35.712972,126.7076092,2025-10-31,3190664,35380,전라북도 부안군,TSBIS
TSB319000665,대초,35.713068,126.707544,2025-10-31,3190665,35380,전라북도 부안군,TSBIS
TSB319000666,청서,35.720289,126.6854062,2025-10-31,3190666,35380,전라북도 부안군,TSBIS
TSB319000667,청서,35.722296,126.6854911,2025-10-31,3190667,35380,전라북도 부안군,TSBIS
TSB319000668,분장,35.707713,126.6679739,2025-10-31,3190668,35380,전라북도 부안군,TSBIS
TSB319000669,분장,35.707779,126.66789,2025-10-31,3190669,35380,전라북도 부안군,TSBIS
TSB332000443,평촌,34.591914,127.3290901,2025-10-31,3320443,36350,전라남도 고흥군,TSBIS
TSB332000444,평촌,34.592265,127.3290991,2025-10-31,3320444,36350,전라남도 고흥군,TSBIS
TSB332000445,자연동,34.592382,127.338192,2025-10-31,3320445,36350,전라남도 고흥군,TSBIS
TSB332000446,자연동,34.592462,127.3382701,2025-10-31,3320446,36350,전라남도 고흥군,TSBIS
TSB332000447,호형,34.59391,127.3091011,2025-10-31,3320447,36350,전라남도 고흥군,TSBIS
TSB332000449,호형,34.594198,127.3088041,2025-10-31,3320449,36350,전라남도 고흥군,TSBIS
TSB332000450,등암,34.594631,127.2741728,2025-10-31,3320450,36350,전라남도 고흥군,TSBIS
TSB332000451,등암,34.59475,127.2740108,2025-10-31,3320451,36350,전라남도 고흥군,TSBIS
TSB332000452,용암,34.595109,127.5044191,2025-10-31,3320452,36350,전라남도 고흥군,TSBIS
TSB332000453,용암,34.595136,127.504296,2025-10-31,3320453,36350,전라남도 고흥군,TSBIS
TSB332000454,만호,34.5958703,127.4193,2025-10-31,3320454,36350,전라남도 고흥군,TSBIS
TSB332000455,만호,34.5959606,127.4191556,2025-10-31,3320455,36350,전라남도 고흥군,TSBIS
TSB332000456,만호,34.596194,127.4197972,2025-10-31,3320456,36350,전라남도 고흥군,TSBIS
TSB332000457,성항,34.596837,127.1747182,2025-10-31,3320457,36350,전라남도 고흥군,TSBIS
TSB332000458,성항,34.596873,127.1745832,2025-10-31,3320458,36350,전라남도 고흥군,TSBIS
TSB332000459,유동,34.597059,127.2370612,2025-10-31,3320459,36350,전라남도 고흥군,TSBIS
TSB332000460,유동,34.597186,127.2369352,2025-10-31,3320460,36350,전라남도 고흥군,TSBIS
TSB332000461,남촌,34.599537,127.3597531,2025-10-31,3320461,36350,전라남도 고흥군,TSBIS
TSB332000462,남촌,34.599563,127.3596271,2025-10-31,3320462,36350,전라남도 고흥군,TSBIS
TSB332000463,호천,34.599823,127.3034491,2025-10-31,3320463,36350,전라남도 고흥군,TSBIS
TSB332000464,호천,34.599805,127.3032241,2025-10-31,3320464,36350,전라남도 고흥군,TSBIS
TSB332000465,당남,34.601832,127.1804512,2025-10-31,3320465,36350,전라남도 고흥군,TSBIS
TSB332000466,당남,34.601886,127.1803342,2025-10-31,3320466,36350,전라남도 고흥군,TSBIS
TSB332000467,중촌,34.601893,127.2381001,2025-10-31,3320467,36350,전라남도 고흥군,TSBIS
TSB332000468,중촌,34.601985,127.2380152,2025-10-31,3320468,36350,전라남도 고흥군,TSBIS
TSB332000469,서촌마을,34.602291,127.3614941,2025-10-31,3320469,36350,전라남도 고흥군,TSBIS
TSB332000470,사포,34.602298,127.454252,2025-10-31,3320470,36350,전라남도 고흥군,TSBIS
TSB332000471,서촌마을,34.602386,127.3614052,2025-10-31,3320471,36350,전라남도 고흥군,TSBIS
TSB332000472,사포,34.602406,127.4542171,2025-10-31,3320472,36350,전라남도 고흥군,TSBIS
TSB332000474,양사삼거리,34.60266,127.4566241,2025-10-31,3320474,36350,전라남도 고흥군,TSBIS
TSB332000475,양사삼거리,34.602798,127.4562158,2025-10-31,3320475,36350,전라남도 고흥군,TSBIS
TSB332000476,양사삼거리,34.602948,127.4566921,2025-10-31,3320476,36350,전라남도 고흥군,TSBIS
TSB332000477,양사삼거리,34.603028,127.456601,2025-10-31,3320477,36350,전라남도 고흥군,TSBIS
TSB332000478,성촌,34.603487,127.2681511,2025-10-31,3320478,36350,전라남도 고흥군,TSBIS
TSB332000479,신호,34.603505,127.3010782,2025-10-31,3320479,36350,전라남도 고흥군,TSBIS
TSB332000480,성촌,34.603542,127.2680392,2025-10-31,3320480,36350,전라남도 고흥군,TSBIS
TSB332000481,신촌,34.604028,127.2378301,2025-10-31,3320481,36350,전라남도 고흥군,TSBIS
TSB332000482,당중,34.604125,127.1817151,2025-10-31,3320482,36350,전라남도 고흥군,TSBIS
TSB332000483,당중,34.604163,127.1815852,2025-10-31,3320483,36350,전라남도 고흥군,TSBIS
TSB332000484,중흥,34.60417,127.3252291,2025-10-31,3320484,36350,전라남도 고흥군,TSBIS
TSB332000485,신촌,34.604225,127.237896,2025-10-31,3320485,36350,전라남도 고흥군,TSBIS
TSB332000486,송산,34.6050946,127.36323,2025-10-31,3320486,36350,전라남도 고흥군,TSBIS
TSB332000487,송산,34.605136,127.3631159,2025-10-31,3320487,36350,전라남도 고흥군,TSBIS
TSB332000488,당동,34.606314,127.1821691,2025-10-31,3320488,36350,전라남도 고흥군,TSBIS
TSB332000489,당동,34.606377,127.1822782,2025-10-31,3320489,36350,전라남도 고흥군,TSBIS
TSB332000490,시목,34.606866,127.3964198,2025-10-31,3320490,36350,전라남도 고흥군,TSBIS
TSB332000491,시목,34.606945,127.3964551,2025-10-31,3320491,36350,전라남도 고흥군,TSBIS
TSB332000492,옥천,34.607291,127.3879912,2025-10-31,3320492,36350,전라남도 고흥군,TSBIS
TSB332000493,옥천,34.607409,127.388025,2025-10-31,3320493,36350,전라남도 고흥군,TSBIS
TSB332000494,고흥터미널,34.607249,127.2809138,2025-10-31,3320494,36350,전라남도 고흥군,TSBIS
TSB332000495,고흥동초교,34.608177,127.2891082,2025-10-31,3320495,36350,전라남도 고흥군,TSBIS
TSB332000496,고흥동초교,34.608303,127.2890581,2025-10-31,3320496,36350,전라남도 고흥군,TSBIS
TSB332000497,대곡,34.609371,127.1829971,2025-10-31,3320497,36350,전라남도 고흥군,TSBIS
TSB332000498,대곡,34.609422,127.182883,2025-10-31,3320498,36350,전라남도 고흥군,TSBIS
TSB332000499,동촌,34.609671,127.184666,2025-10-31,3320499,36350,전라남도 고흥군,TSBIS
TSB332000500,동촌,34.609794,127.1846542,2025-10-31,3320500,36350,전라남도 고흥군,TSBIS
TSB332000501,학림,34.609878,127.2893681,2025-10-31,3320501,36350,전라남도 고흥군,TSBIS
TSB332000502,학림,34.609923,127.2892381,2025-10-31,3320502,36350,전라남도 고흥군,TSBIS
TSB332000503,우암,34.61067,127.500971,2025-10-31,3320503,36350,전라남도 고흥군,TSBIS
TSB332000504,우암,34.610757,127.5010981,2025-10-31,3320504,36350,전라남도 고흥군,TSBIS
TSB332000505,동산동,34.611291,127.3539802,2025-10-31,3320505,36350,전라남도 고흥군,TSBIS
TSB332000506,간천,34.611513,127.4854072,2025-10-31,3320506,36350,전라남도 고흥군,TSBIS
TSB332000507,간천,34.611566,127.4857042,2025-10-31,3320507,36350,전라남도 고흥군,TSBIS
TSB332000508,비아,34.612218,127.2402292,2025-10-31,3320508,36350,전라남도 고흥군,TSBIS
TSB332000509,비아,34.612432,127.2402659,2025-10-31,3320509,36350,전라남도 고흥군,TSBIS
TSB332000510,용추,34.612837,127.497915,2025-10-31,3320510,36350,전라남도 고흥군,TSBIS
TSB332000511,용추,34.612938,127.4979532,2025-10-31,3320511,36350,전라남도 고흥군,TSBIS
TSB332000512,고흥중학교,34.614018,127.2900121,2025-10-31,3320512,36350,전라남도 고흥군,TSBIS
TSB332000513,고흥중학교,34.6140754,127.2898976,2025-10-31,3320513,36350,전라남도 고흥군,TSBIS
TSB332000514,만화,34.614144,127.3674841,2025-10-31,3320514,36350,전라남도 고흥군,TSBIS
TSB332000515,만화,34.614286,127.367433,2025-10-31,3320515,36350,전라남도 고흥군,TSBIS
TSB332000516,호동삼거리,34.615325,127.2536611,2025-10-31,3320516,36350,전라남도 고흥군,TSBIS
TSB332000517,호동,34.6154321,127.2535967,2025-10-31,3320517,36350,전라남도 고흥군,TSBIS
TSB332000518,호서,34.615788,127.2506602,2025-10-31,3320518,36350,전라남도 고흥군,TSBIS
TSB332000519,호서,34.615937,127.2506951,2025-10-31,3320519,36350,전라남도 고흥군,TSBIS
TSB332000521,신성삼거리,34.619826,127.471284,2025-10-31,3320521,36350,전라남도 고흥군,TSBIS
TSB332000522,신성삼거리,34.620021,127.4712772,2025-10-31,3320522,36350,전라남도 고흥군,TSBIS
TSB332000523,송곡,34.620239,127.2944351,2025-10-31,3320523,36350,전라남도 고흥군,TSBIS
TSB317000021,대성승강장,35.3213,127.0952708,2025-10-31,3170021,35360,전라북도 순창군,TSBIS
TSB317000022,대성승강장,35.321365,127.095399,2025-10-31,3170022,35360,전라북도 순창군,TSBIS
TSB317000023,순정승강장,35.321894,127.113993,2025-10-31,3170023,35360,전라북도 순창군,TSBIS
TSB317000024,순정승강장,35.322044,127.1140132,2025-10-31,3170024,35360,전라북도 순창군,TSBIS
TSB317000025,덕산승강장,35.3232,127.1346041,2025-10-31,3170025,35360,전라북도 순창군,TSBIS
TSB317000026,덕산승강장,35.323247,127.1347268,2025-10-31,3170026,35360,전라북도 순창군,TSBIS
TSB317000027,계전마을회관,35.323521,127.0614712,2025-10-31,3170027,35360,전라북도 순창군,TSBIS
TSB317000028,계전간이승강장,35.324388,127.0556528,2025-10-31,3170028,35360,전라북도 순창군,TSBIS
TSB317000029,계전간이승강장,35.324441,127.0557382,2025-10-31,3170029,35360,전라북도 순창군,TSBIS
TSB317000030,석촌,35.32491,127.0832512,2025-10-31,3170030,35360,전라북도 순창군,TSBIS
TSB317000032,풍산면죽전승강장,35.326441,127.1486009,2025-10-31,3170032,35360,전라북도 순창군,TSBIS
TSB317000033,풍산면죽전승강장,35.326508,127.1485598,2025-10-31,3170033,35360,전라북도 순창군,TSBIS
TSB317000034,고산,35.326851,127.110389,2025-10-31,3170034,35360,전라북도 순창군,TSBIS
TSB317000035,고산,35.326884,127.1105212,2025-10-31,3170035,35360,전라북도 순창군,TSBIS
TSB317000036,이목,35.326938,127.0535551,2025-10-31,3170036,35360,전라북도 순창군,TSBIS
TSB317000037,이목,35.326951,127.0534792,2025-10-31,3170037,35360,전라북도 순창군,TSBIS
TSB317000038,유정승강장,35.327041,127.1317162,2025-10-31,3170038,35360,전라북도 순창군,TSBIS
TSB317000039,유정승강장,35.32716,127.1319149,2025-10-31,3170039,35360,전라북도 순창군,TSBIS
TSB317000040,운산,35.328942,127.0549559,2025-10-31,3170040,35360,전라북도 순창군,TSBIS
TSB317000041,운산,35.329013,127.0549379,2025-10-31,3170041,35360,전라북도 순창군,TSBIS
TSB317000042,만촌,35.329601,127.0919092,2025-10-31,3170042,35360,전라북도 순창군,TSBIS
TSB317000043,만촌,35.329614,127.0917788,2025-10-31,3170043,35360,전라북도 순창군,TSBIS
TSB317000044,우곡,35.330731,127.1581268,2025-10-31,3170044,35360,전라북도 순창군,TSBIS
TSB317000045,우곡,35.330735,127.1580361,2025-10-31,3170045,35360,전라북도 순창군,TSBIS
TSB317000046,동전,35.332329,127.100439,2025-10-31,3170046,35360,전라북도 순창군,TSBIS
TSB317000047,동전,35.332436,127.100489,2025-10-31,3170047,35360,전라북도 순창군,TSBIS
TSB317000048,발산,35.332523,127.101955,2025-10-31,3170048,35360,전라북도 순창군,TSBIS
TSB317000049,발산,35.332523,127.101884,2025-10-31,3170049,35360,전라북도 순창군,TSBIS
TSB317000050,남계,35.332803,127.0798402,2025-10-31,3170050,35360,전라북도 순창군,TSBIS
TSB317000051,늑곡승강장,35.332844,127.0606252,2025-10-31,3170051,35360,전라북도 순창군,TSBIS
TSB317000052,남계,35.332869,127.0798621,2025-10-31,3170052,35360,전라북도 순창군,TSBIS
TSB317000053,늑곡승강장,35.332905,127.0605892,2025-10-31,3170053,35360,전라북도 순창군,TSBIS
TSB317000054,월산,35.333263,127.1335432,2025-10-31,3170054,35360,전라북도 순창군,TSBIS
TSB317000055,월산,35.333422,127.1334082,2025-10-31,3170055,35360,전라북도 순창군,TSBIS
TSB317000056,남계삼거리,35.334033,127.0832551,2025-10-31,3170056,35360,전라북도 순창군,TSBIS
TSB317000057,남계삼거리,35.334124,127.0831522,2025-10-31,3170057,35360,전라북도 순창군,TSBIS
TSB317000058,호치,35.335158,127.0745888,2025-10-31,3170058,35360,전라북도 순창군,TSBIS
TSB317000059,호치,35.335224,127.0746241,2025-10-31,3170059,35360,전라북도 순창군,TSBIS
TSB317000060,월산,35.335252,127.1354371,2025-10-31,3170060,35360,전라북도 순창군,TSBIS
TSB317000061,월산,35.33541,127.1353252,2025-10-31,3170061,35360,전라북도 순창군,TSBIS
TSB317000062,대장마을,35.336156,127.0931332,2025-10-31,3170062,35360,전라북도 순창군,TSBIS
TSB317000063,대장마을,35.336313,127.0932188,2025-10-31,3170063,35360,전라북도 순창군,TSBIS
TSB317000064,내동,35.336991,127.090899,2025-10-31,3170064,35360,전라북도 순창군,TSBIS
TSB317000065,내동,35.337115,127.0910711,2025-10-31,3170065,35360,전라북도 순창군,TSBIS
TSB317000066,지내,35.337417,127.1630182,2025-10-31,3170066,35360,전라북도 순창군,TSBIS
TSB317000067,지내,35.337489,127.1629591,2025-10-31,3170067,35360,전라북도 순창군,TSBIS
TSB317000068,내동,35.33778,127.0880921,2025-10-31,3170068,35360,전라북도 순창군,TSBIS
TSB317000069,내동,35.337885,127.0881371,2025-10-31,3170069,35360,전라북도 순창군,TSBIS
TSB317000070,발산리,35.338255,127.1055442,2025-10-31,3170070,35360,전라북도 순창군,TSBIS
TSB317000071,신모,35.338544,127.0862302,2025-10-31,3170071,35360,전라북도 순창군,TSBIS
TSB317000072,신모,35.338605,127.0860451,2025-10-31,3170072,35360,전라북도 순창군,TSBIS
TSB317000073,중모,35.33901,127.085162,2025-10-31,3170073,35360,전라북도 순창군,TSBIS
TSB317000074,중모,35.339181,127.0852441,2025-10-31,3170074,35360,전라북도 순창군,TSBIS
TSB317000075,향가,35.339262,127.1916518,2025-10-31,3170075,35360,전라북도 순창군,TSBIS
TSB317000076,탄금,35.339967,127.140921,2025-10-31,3170076,35360,전라북도 순창군,TSBIS
TSB317000077,탄금,35.340048,127.1407748,2025-10-31,3170077,35360,전라북도 순창군,TSBIS
TSB317000078,한사,35.340195,127.1643952,2025-10-31,3170078,35360,전라북도 순창군,TSBIS
TSB317000079,한사,35.340244,127.16433,2025-10-31,3170079,35360,전라북도 순창군,TSBIS
TSB317000080,하죽,35.342173,127.1272111,2025-10-31,3170080,35360,전라북도 순창군,TSBIS
TSB317000081,하죽,35.342219,127.1273051,2025-10-31,3170081,35360,전라북도 순창군,TSBIS
TSB317000082,용내,35.342856,127.1415629,2025-10-31,3170082,35360,전라북도 순창군,TSBIS
TSB317000083,용내,35.342861,127.14138,2025-10-31,3170083,35360,전라북도 순창군,TSBIS
TSB317000084,외모,35.343078,127.0825589,2025-10-31,3170084,35360,전라북도 순창군,TSBIS
TSB317000085,외모,35.343214,127.0827248,2025-10-31,3170085,35360,전라북도 순창군,TSBIS
TSB317000086,상죽회관,35.346548,127.1175548,2025-10-31,3170086,35360,전라북도 순창군,TSBIS
TSB317000087,대가,35.346797,127.1683822,2025-10-31,3170087,35360,전라북도 순창군,TSBIS
TSB317000088,대가,35.346849,127.1684452,2025-10-31,3170088,35360,전라북도 순창군,TSBIS
TSB317000089,무수,35.353034,127.143212,2025-10-31,3170089,35360,전라북도 순창군,TSBIS
TSB317000090,무수,35.353006,127.1433661,2025-10-31,3170090,35360,전라북도 순창군,TSBIS
TSB317000091,대가리,35.351184,127.174919,2025-10-31,3170091,35360,전라북도 순창군,TSBIS
TSB317000092,대가리,35.351223,127.1748668,2025-10-31,3170092,35360,전라북도 순창군,TSBIS
TSB317000095,상촌,35.352815,127.160348,2025-10-31,3170095,35360,전라북도 순창군,TSBIS
TSB317000096,상촌,35.352878,127.1603891,2025-10-31,3170096,35360,전라북도 순창군,TSBIS
TSB317000097,두지,35.353368,127.1760239,2025-10-31,3170097,35360,전라북도 순창군,TSBIS
TSB317000098,두지,35.353377,127.1759468,2025-10-31,3170098,35360,전라북도 순창군,TSBIS
TSB317000099,송정승강장,35.358866,127.089261,2025-10-31,3170099,35360,전라북도 순창군,TSBIS
TSB317000100,송정승강장,35.358212,127.0873469,2025-10-31,3170100,35360,전라북도 순창군,TSBIS
TSB317000101,외이마을,35.360848,127.185575,2025-10-31,3170101,35360,전라북도 순창군,TSBIS
TSB318000643,기산,35.442629,126.478953,2025-10-31,3180643,35370,전라북도 고창군,TSBIS
TSB318000644,갈산,35.441259,126.4740001,2025-10-31,3180644,35370,전라북도 고창군,TSBIS
TSB318000645,갈산,35.441188,126.4740451,2025-10-31,3180645,35370,전라북도 고창군,TSBIS
TSB318000646,석남,35.440848,126.4632142,2025-10-31,3180646,35370,전라북도 고창군,TSBIS
TSB318000647,석남,35.440938,126.4632131,2025-10-31,3180647,35370,전라북도 고창군,TSBIS
TSB318000648,자룡,35.438145,126.4538041,2025-10-31,3180648,35370,전라북도 고창군,TSBIS
TSB318000649,자룡,35.437887,126.4543402,2025-10-31,3180649,35370,전라북도 고창군,TSBIS
TSB318000650,구시포,35.4461,126.4437112,2025-10-31,3180650,35370,전라북도 고창군,TSBIS
TSB318000651,구시포휴게소,35.445698,126.4359352,2025-10-31,3180651,35370,전라북도 고창군,TSBIS
TSB318000652,섬포,35.45199,126.4568681,2025-10-31,3180652,35370,전라북도 고창군,TSBIS
TSB318000653,섬포,35.451909,126.4568461,2025-10-31,3180653,35370,전라북도 고창군,TSBIS
TSB318000654,서당마을,35.451684,126.4602211,2025-10-31,3180654,35370,전라북도 고창군,TSBIS
TSB318000655,서당마을,35.451555,126.4602892,2025-10-31,3180655,35370,전라북도 고창군,TSBIS
TSB318000656,용산노인회관,35.452799,126.4619362,2025-10-31,3180656,35370,전라북도 고창군,TSBIS
TSB318000657,용산노인회관,35.452715,126.4620251,2025-10-31,3180657,35370,전라북도 고창군,TSBIS
TSB318000658,판정,35.456614,126.466628,2025-10-31,3180658,35370,전라북도 고창군,TSBIS
TSB318000659,판정,35.456571,126.4667242,2025-10-31,3180659,35370,전라북도 고창군,TSBIS
TSB318000660,복구,35.460232,126.4719571,2025-10-31,3180660,35370,전라북도 고창군,TSBIS
TSB318000661,복구,35.460188,126.4721551,2025-10-31,3180661,35370,전라북도 고창군,TSBIS
TSB318000662,광촌마을,35.457171,126.474039,2025-10-31,3180662,35370,전라북도 고창군,TSBIS
TSB318000663,광촌마을,35.45712,126.473913,2025-10-31,3180663,35370,전라북도 고창군,TSBIS
TSB318000664,석수,35.453124,126.4776271,2025-10-31,3180664,35370,전라북도 고창군,TSBIS
TSB318000665,석수,35.453232,126.4774381,2025-10-31,3180665,35370,전라북도 고창군,TSBIS
TSB318000666,장암,35.448594,126.4829681,2025-10-31,3180666,35370,전라북도 고창군,TSBIS
TSB318000667,장암,35.448459,126.4829191,2025-10-31,3180667,35370,전라북도 고창군,TSBIS
TSB318000668,동촌,35.464221,126.4671652,2025-10-31,3180668,35370,전라북도 고창군,TSBIS
TSB318000669,동촌,35.464212,126.467078,2025-10-31,3180669,35370,전라북도 고창군,TSBIS
TSB318000670,장호,35.471869,126.4660852,2025-10-31,3180670,35370,전라북도 고창군,TSBIS
TSB318000671,장호,35.4717066,126.4659674,2025-10-31,3180671,35370,전라북도 고창군,TSBIS
TSB318000672,용두,35.477178,126.467676,2025-10-31,3180672,35370,전라북도 고창군,TSBIS
